"CustomerID","TypeOfService","SeviceDetails"
"Cust4833","MultipleLines","No"
"Cust1616","OnlineBackup","No"
"Cust3089","OnlineBackup","No"
"Cust3798","OnlineBackup","No"
"Cust2044","TechnicalSupport","No internet service"
"Cust4551","StreamingMovies","No"
"Cust1312","StreamingMovies","No internet service"
"Cust5848","MultipleLines","Yes"
"Cust6322","OnlineBackup","Yes"
"Cust5455","InternetServiceCategory","Fiber optic"
"Cust2094","HasPhoneService","1"
"Cust3775","DeviceProtection","Yes"
"Cust6036","MultipleLines","Yes"
"Cust5066","DeviceProtection","No"
"Cust1269","MultipleLines","No"
"Cust3152","DeviceProtection","No internet service"
"Cust3754","DeviceProtection","Yes"
"Cust5795","StreamingMovies","No"
"Cust2623","StreamingTelevision","No"
"Cust3604","DeviceProtection","Yes"
"Cust4152","DeviceProtection","No"
"Cust4371","InternetServiceCategory","DSL"
"Cust1865","DeviceProtection","Yes"
"Cust4735","StreamingTelevision","No internet service"
"Cust4630","DeviceProtection","Yes"
"Cust3325","TechnicalSupport","No"
"Cust6198","HasPhoneService","1"
"Cust1419","DeviceProtection","Yes"
"Cust3209","StreamingMovies","Yes"
"Cust2327","DeviceProtection","Yes"
"Cust1331","StreamingMovies","No"
"Cust2501","OnlineSecurity","Yes"
"Cust1564","MultipleLines","Yes"
"Cust6444","OnlineBackup","No"
"Cust1677","TechnicalSupport","No internet service"
"Cust2727","TechnicalSupport","Yes"
"Cust2620","InternetServiceCategory","DSL"
"Cust4905","DeviceProtection","No"
"Cust3261","StreamingMovies","No internet service"
"Cust2869","InternetServiceCategory","DSL"
"Cust2058","OnlineSecurity","No internet service"
"Cust4637","OnlineSecurity","Yes"
"Cust6471","OnlineSecurity","Yes"
"Cust2566","InternetServiceCategory","Fiber optic"
"Cust3715","TechnicalSupport","No"
"Cust2228","OnlineBackup","No internet service"
"Cust4719","DeviceProtection","Yes"
"Cust3166","HasPhoneService","1"
"Cust1779","HasPhoneService","1"
"Cust5029","InternetServiceCategory","Fiber optic"
"Cust3500","StreamingTelevision","Yes"
"Cust6016","InternetServiceCategory","Fiber optic"
"Cust3380","StreamingTelevision","Yes"
"Cust2132","InternetServiceCategory","DSL"
"Cust3610","MultipleLines","No"
"Cust3067","OnlineSecurity","No"
"Cust6396","OnlineBackup","No"
"Cust2855","InternetServiceCategory","Fiber optic"
"Cust3527","DeviceProtection","No"
"Cust2004","DeviceProtection","Yes"
"Cust2335","TechnicalSupport","No internet service"
"Cust6197","DeviceProtection","No"
"Cust3380","InternetServiceCategory","DSL"
"Cust4976","StreamingMovies","Yes"
"Cust3980","OnlineSecurity","Yes"
"Cust3058","StreamingTelevision","Yes"
"Cust5221","StreamingTelevision","Yes"
"Cust1476","DeviceProtection","No internet service"
"Cust4484","MultipleLines","Yes"
"Cust4559","StreamingTelevision","No internet service"
"Cust6438","TechnicalSupport","No"
"Cust4280","HasPhoneService","0"
"Cust4779","StreamingTelevision","No"
"Cust1950","InternetServiceCategory","No"
"Cust2320","TechnicalSupport","No"
"Cust1609","OnlineBackup","No internet service"
"Cust1862","OnlineSecurity","No"
"Cust4368","OnlineBackup","Yes"
"Cust2426","DeviceProtection","Yes"
"Cust4225","OnlineSecurity","No"
"Cust5424","DeviceProtection","Yes"
"Cust5312","HasPhoneService","1"
"Cust4227","OnlineBackup","No internet service"
"Cust3312","OnlineBackup","No"
"Cust2920","StreamingTelevision","No internet service"
"Cust3848","TechnicalSupport","No internet service"
"Cust6085","HasPhoneService","1"
"Cust1530","StreamingTelevision","No"
"Cust6290","InternetServiceCategory","No"
"Cust1912","InternetServiceCategory","Fiber optic"
"Cust2882","StreamingMovies","Yes"
"Cust2551","TechnicalSupport","No internet service"
"Cust2028","DeviceProtection","No internet service"
"Cust5002","StreamingMovies","Yes"
"Cust2966","DeviceProtection","Yes"
"Cust1640","MultipleLines","No phone service"
"Cust5513","MultipleLines","No"
"Cust1636","OnlineBackup","Yes"
"Cust2362","StreamingMovies","No"
"Cust2321","HasPhoneService","1"
"Cust5560","InternetServiceCategory","Fiber optic"
"Cust4586","MultipleLines","No"
"Cust2431","DeviceProtection","No internet service"
"Cust1692","MultipleLines","No"
"Cust2624","OnlineBackup","Yes"
"Cust1771","OnlineBackup","Yes"
"Cust2803","OnlineBackup","No internet service"
"Cust3525","InternetServiceCategory","Fiber optic"
"Cust1687","MultipleLines","Yes"
"Cust3150","OnlineSecurity","No"
"Cust5978","InternetServiceCategory","Fiber optic"
"Cust3905","TechnicalSupport","Yes"
"Cust4219","InternetServiceCategory","DSL"
"Cust1767","StreamingMovies","No"
"Cust3381","OnlineSecurity","Yes"
"Cust4918","TechnicalSupport","Yes"
"Cust4064","StreamingTelevision","Yes"
"Cust4262","StreamingMovies","Yes"
"Cust3637","DeviceProtection","Yes"
"Cust6479","StreamingMovies","Yes"
"Cust1429","HasPhoneService","1"
"Cust3178","StreamingMovies","Yes"
"Cust3970","StreamingTelevision","Yes"
"Cust4918","StreamingMovies","Yes"
"Cust3447","StreamingTelevision","Yes"
"Cust5909","InternetServiceCategory","No"
"Cust3352","DeviceProtection","Yes"
"Cust4186","OnlineSecurity","No internet service"
"Cust2137","TechnicalSupport","Yes"
"Cust2409","StreamingMovies","No"
"Cust5142","StreamingTelevision","Yes"
"Cust4426","InternetServiceCategory","Fiber optic"
"Cust2067","StreamingMovies","No internet service"
"Cust4588","StreamingMovies","Yes"
"Cust2131","OnlineSecurity","No internet service"
"Cust3127","MultipleLines","Yes"
"Cust4165","TechnicalSupport","No internet service"
"Cust6249","HasPhoneService","0"
"Cust1372","HasPhoneService","1"
"Cust2996","HasPhoneService","1"
"Cust6216","InternetServiceCategory","Fiber optic"
"Cust5166","MultipleLines","No"
"Cust6400","InternetServiceCategory","DSL"
"Cust1902","MultipleLines","Yes"
"Cust5205","MultipleLines","Yes"
"Cust2513","DeviceProtection","No"
"Cust4406","StreamingTelevision","Yes"
"Cust2034","StreamingTelevision","No internet service"
"Cust2083","OnlineSecurity","No internet service"
"Cust2471","HasPhoneService","1"
"Cust2207","MultipleLines","Yes"
"Cust3434","HasPhoneService","1"
"Cust4185","TechnicalSupport","No"
"Cust5549","DeviceProtection","Yes"
"Cust4605","DeviceProtection","No"
"Cust1307","TechnicalSupport","Yes"
"Cust1632","HasPhoneService","1"
"Cust5464","OnlineSecurity","No"
"Cust5119","MultipleLines","No"
"Cust5442","TechnicalSupport","Yes"
"Cust6232","HasPhoneService","1"
"Cust5891","StreamingTelevision","No"
"Cust1316","HasPhoneService","1"
"Cust5425","OnlineSecurity","No"
"Cust5019","StreamingTelevision","Yes"
"Cust1571","HasPhoneService","1"
"Cust2464","StreamingTelevision","Yes"
"Cust3350","StreamingMovies","Yes"
"Cust4346","OnlineBackup","Yes"
"Cust5364","OnlineBackup","Yes"
"Cust6208","OnlineBackup","Yes"
"Cust3282","InternetServiceCategory","No"
"Cust5906","InternetServiceCategory","Fiber optic"
"Cust1648","StreamingMovies","Yes"
"Cust3582","InternetServiceCategory","Fiber optic"
"Cust4736","HasPhoneService","1"
"Cust3257","OnlineBackup","No"
"Cust5020","StreamingMovies","Yes"
"Cust5810","MultipleLines","No phone service"
"Cust6076","OnlineBackup","No internet service"
"Cust3206","InternetServiceCategory","DSL"
"Cust3033","StreamingMovies","No"
"Cust2151","StreamingTelevision","Yes"
"Cust2955","InternetServiceCategory","Fiber optic"
"Cust3041","DeviceProtection","No"
"Cust2357","StreamingTelevision","No internet service"
"Cust1295","InternetServiceCategory","DSL"
"Cust3254","TechnicalSupport","No"
"Cust4849","DeviceProtection","No internet service"
"Cust3893","HasPhoneService","1"
"Cust3750","StreamingTelevision","Yes"
"Cust5431","InternetServiceCategory","DSL"
"Cust5424","OnlineBackup","Yes"
"Cust3935","TechnicalSupport","No"
"Cust4635","MultipleLines","No"
"Cust1850","OnlineBackup","No"
"Cust5152","StreamingMovies","No internet service"
"Cust4372","DeviceProtection","No"
"Cust3354","HasPhoneService","0"
"Cust2308","DeviceProtection","No"
"Cust6063","HasPhoneService","1"
"Cust5997","TechnicalSupport","No"
"Cust4408","InternetServiceCategory","Fiber optic"
"Cust6099","DeviceProtection","No internet service"
"Cust1669","InternetServiceCategory","Fiber optic"
"Cust3830","OnlineSecurity","Yes"
"Cust2243","HasPhoneService","1"
"Cust5454","OnlineBackup","Yes"
"Cust5100","StreamingMovies","Yes"
"Cust4716","StreamingTelevision","No"
"Cust3616","HasPhoneService","1"
"Cust6411","StreamingMovies","No internet service"
"Cust4009","DeviceProtection","No"
"Cust4950","StreamingTelevision","No internet service"
"Cust5840","StreamingTelevision","No internet service"
"Cust4764","DeviceProtection","Yes"
"Cust4501","OnlineBackup","No"
"Cust4042","OnlineSecurity","No"
"Cust3785","TechnicalSupport","No internet service"
"Cust6340","MultipleLines","No"
"Cust3890","TechnicalSupport","No internet service"
"Cust2586","MultipleLines","No"
"Cust5409","TechnicalSupport","Yes"
"Cust1332","HasPhoneService","1"
"Cust2544","MultipleLines","Yes"
"Cust4729","HasPhoneService","1"
"Cust5168","InternetServiceCategory","DSL"
"Cust1896","OnlineBackup","No"
"Cust1315","OnlineBackup","No internet service"
"Cust6440","OnlineSecurity","No"
"Cust4028","StreamingTelevision","No internet service"
"Cust2423","OnlineSecurity","No internet service"
"Cust3173","OnlineSecurity","No"
"Cust1758","OnlineBackup","No"
"Cust2858","DeviceProtection","Yes"
"Cust1776","MultipleLines","No"
"Cust5914","StreamingMovies","No internet service"
"Cust5226","TechnicalSupport","No"
"Cust2893","HasPhoneService","1"
"Cust5116","InternetServiceCategory","No"
"Cust1656","HasPhoneService","1"
"Cust3498","OnlineSecurity","Yes"
"Cust1887","InternetServiceCategory","Fiber optic"
"Cust3442","HasPhoneService","1"
"Cust5919","StreamingMovies","Yes"
"Cust1923","OnlineBackup","No"
"Cust2008","StreamingMovies","No internet service"
"Cust4644","OnlineBackup","Yes"
"Cust2294","TechnicalSupport","No"
"Cust4691","StreamingMovies","Yes"
"Cust5532","StreamingMovies","No"
"Cust2166","DeviceProtection","Yes"
"Cust5192","MultipleLines","Yes"
"Cust4085","OnlineSecurity","Yes"
"Cust1555","OnlineSecurity","No internet service"
"Cust2544","DeviceProtection","Yes"
"Cust4137","DeviceProtection","No"
"Cust2122","InternetServiceCategory","DSL"
"Cust1618","InternetServiceCategory","No"
"Cust5908","HasPhoneService","1"
"Cust5183","DeviceProtection","Yes"
"Cust4096","MultipleLines","Yes"
"Cust1253","OnlineSecurity","No internet service"
"Cust2360","StreamingTelevision","No"
"Cust3214","OnlineSecurity","No"
"Cust2008","DeviceProtection","No internet service"
"Cust4769","StreamingMovies","Yes"
"Cust3912","MultipleLines","Yes"
"Cust1675","OnlineSecurity","Yes"
"Cust2774","OnlineSecurity","Yes"
"Cust4715","MultipleLines","Yes"
"Cust3270","OnlineBackup","No"
"Cust1737","StreamingMovies","Yes"
"Cust3195","OnlineBackup","No internet service"
"Cust1786","OnlineBackup","Yes"
"Cust2988","InternetServiceCategory","DSL"
"Cust1554","StreamingTelevision","No"
"Cust4691","InternetServiceCategory","DSL"
"Cust3821","TechnicalSupport","No internet service"
"Cust3574","OnlineBackup","No"
"Cust3738","HasPhoneService","1"
"Cust4727","InternetServiceCategory","No"
"Cust6447","HasPhoneService","1"
"Cust1773","DeviceProtection","No"
"Cust3040","HasPhoneService","1"
"Cust6324","StreamingTelevision","No internet service"
"Cust3725","DeviceProtection","No internet service"
"Cust1610","StreamingTelevision","Yes"
"Cust2668","OnlineSecurity","Yes"
"Cust5337","MultipleLines","No"
"Cust2227","DeviceProtection","No internet service"
"Cust5521","TechnicalSupport","Yes"
"Cust1754","OnlineSecurity","Yes"
"Cust2956","OnlineBackup","No"
"Cust5330","StreamingMovies","No"
"Cust5434","OnlineSecurity","Yes"
"Cust5126","MultipleLines","Yes"
"Cust3098","StreamingMovies","No"
"Cust5404","HasPhoneService","1"
"Cust1852","TechnicalSupport","No"
"Cust4799","OnlineBackup","Yes"
"Cust5614","InternetServiceCategory","No"
"Cust5015","HasPhoneService","1"
"Cust5700","MultipleLines","Yes"
"Cust3093","StreamingTelevision","No"
"Cust1868","MultipleLines","No"
"Cust5178","MultipleLines","No phone service"
"Cust6414","StreamingTelevision","Yes"
"Cust4003","MultipleLines","No"
"Cust6124","InternetServiceCategory","Fiber optic"
"Cust2612","OnlineSecurity","Yes"
"Cust6474","TechnicalSupport","No internet service"
"Cust2932","DeviceProtection","No internet service"
"Cust6279","OnlineBackup","Yes"
"Cust1315","TechnicalSupport","No internet service"
"Cust3709","InternetServiceCategory","Fiber optic"
"Cust3904","MultipleLines","No"
"Cust2193","OnlineSecurity","No"
"Cust5344","HasPhoneService","1"
"Cust5013","HasPhoneService","1"
"Cust2156","OnlineBackup","Yes"
"Cust5593","InternetServiceCategory","No"
"Cust6419","HasPhoneService","1"
"Cust2285","DeviceProtection","No internet service"
"Cust1810","HasPhoneService","1"
"Cust1481","StreamingMovies","No"
"Cust4532","DeviceProtection","No"
"Cust2504","StreamingMovies","Yes"
"Cust5881","TechnicalSupport","No"
"Cust4033","OnlineBackup","No"
"Cust2416","InternetServiceCategory","No"
"Cust4857","OnlineBackup","No"
"Cust3164","OnlineSecurity","No internet service"
"Cust2169","StreamingTelevision","No"
"Cust2344","OnlineSecurity","Yes"
"Cust5889","InternetServiceCategory","Fiber optic"
"Cust3557","InternetServiceCategory","No"
"Cust5808","DeviceProtection","No"
"Cust1739","MultipleLines","No phone service"
"Cust5016","OnlineSecurity","No"
"Cust4907","OnlineSecurity","No internet service"
"Cust6321","OnlineBackup","Yes"
"Cust5813","StreamingMovies","Yes"
"Cust1559","HasPhoneService","1"
"Cust3280","OnlineBackup","No"
"Cust5119","OnlineBackup","No internet service"
"Cust5571","OnlineBackup","Yes"
"Cust3593","HasPhoneService","1"
"Cust2844","OnlineBackup","No"
"Cust5974","OnlineBackup","Yes"
"Cust2629","OnlineSecurity","No"
"Cust4872","OnlineSecurity","Yes"
"Cust3278","OnlineBackup","Yes"
"Cust3576","HasPhoneService","0"
"Cust3605","OnlineBackup","No"
"Cust6435","MultipleLines","Yes"
"Cust5660","StreamingTelevision","No"
"Cust6123","MultipleLines","Yes"
"Cust4297","HasPhoneService","1"
"Cust1478","StreamingMovies","No"
"Cust1875","MultipleLines","Yes"
"Cust1663","DeviceProtection","No"
"Cust6212","OnlineSecurity","No"
"Cust4388","DeviceProtection","No"
"Cust5276","InternetServiceCategory","DSL"
"Cust3945","OnlineBackup","Yes"
"Cust1723","TechnicalSupport","No"
"Cust5161","DeviceProtection","Yes"
"Cust2676","StreamingTelevision","No internet service"
"Cust3406","MultipleLines","Yes"
"Cust6052","InternetServiceCategory","No"
"Cust6459","OnlineBackup","Yes"
"Cust3312","DeviceProtection","Yes"
"Cust1389","StreamingMovies","No"
"Cust4105","OnlineSecurity","Yes"
"Cust2519","StreamingMovies","No"
"Cust3135","TechnicalSupport","Yes"
"Cust1647","InternetServiceCategory","No"
"Cust4602","OnlineSecurity","No"
"Cust6246","HasPhoneService","1"
"Cust5741","DeviceProtection","No"
"Cust3465","OnlineBackup","No"
"Cust4716","InternetServiceCategory","Fiber optic"
"Cust5664","InternetServiceCategory","Fiber optic"
"Cust5750","TechnicalSupport","No"
"Cust3253","DeviceProtection","Yes"
"Cust3486","TechnicalSupport","No"
"Cust4614","StreamingMovies","No"
"Cust3501","StreamingMovies","No internet service"
"Cust4137","OnlineBackup","No"
"Cust1673","StreamingTelevision","No"
"Cust4986","StreamingMovies","No"
"Cust5846","MultipleLines","Yes"
"Cust4927","StreamingTelevision","Yes"
"Cust1515","HasPhoneService","1"
"Cust5889","OnlineSecurity","No"
"Cust3833","OnlineBackup","No"
"Cust5652","StreamingTelevision","No"
"Cust5562","InternetServiceCategory","DSL"
"Cust4577","OnlineSecurity","No"
"Cust5923","OnlineBackup","No"
"Cust2913","StreamingTelevision","No"
"Cust4178","OnlineBackup","No internet service"
"Cust4529","StreamingTelevision","Yes"
"Cust1274","InternetServiceCategory","DSL"
"Cust4837","MultipleLines","No"
"Cust2044","DeviceProtection","No internet service"
"Cust5354","TechnicalSupport","No internet service"
"Cust5601","OnlineBackup","No internet service"
"Cust2255","TechnicalSupport","No internet service"
"Cust1845","TechnicalSupport","No internet service"
"Cust5587","TechnicalSupport","Yes"
"Cust1916","DeviceProtection","No"
"Cust5932","HasPhoneService","1"
"Cust2160","MultipleLines","Yes"
"Cust1964","StreamingMovies","Yes"
"Cust5580","HasPhoneService","1"
"Cust2822","HasPhoneService","1"
"Cust2835","OnlineSecurity","No internet service"
"Cust5359","InternetServiceCategory","DSL"
"Cust2650","StreamingTelevision","No internet service"
"Cust2005","TechnicalSupport","No internet service"
"Cust1304","OnlineSecurity","No"
"Cust2269","StreamingMovies","Yes"
"Cust2891","MultipleLines","No phone service"
"Cust4704","TechnicalSupport","Yes"
"Cust5734","MultipleLines","No"
"Cust1499","TechnicalSupport","No"
"Cust1273","OnlineSecurity","No internet service"
"Cust2517","DeviceProtection","No"
"Cust6279","MultipleLines","Yes"
"Cust6239","TechnicalSupport","No internet service"
"Cust4226","MultipleLines","Yes"
"Cust5843","TechnicalSupport","No internet service"
"Cust2540","StreamingMovies","Yes"
"Cust4251","TechnicalSupport","No"
"Cust5341","DeviceProtection","Yes"
"Cust5023","StreamingMovies","No"
"Cust2103","StreamingTelevision","Yes"
"Cust4210","InternetServiceCategory","Fiber optic"
"Cust1514","InternetServiceCategory","No"
"Cust2885","InternetServiceCategory","Fiber optic"
"Cust4360","InternetServiceCategory","Fiber optic"
"Cust3023","OnlineSecurity","Yes"
"Cust1764","HasPhoneService","1"
"Cust5047","InternetServiceCategory","DSL"
"Cust4688","OnlineBackup","No internet service"
"Cust1615","StreamingMovies","Yes"
"Cust5007","InternetServiceCategory","No"
"Cust3841","StreamingTelevision","No"
"Cust3383","OnlineSecurity","No"
"Cust5050","StreamingMovies","Yes"
"Cust6324","MultipleLines","No"
"Cust2520","OnlineBackup","No"
"Cust4185","DeviceProtection","No"
"Cust5966","HasPhoneService","1"
"Cust3994","InternetServiceCategory","Fiber optic"
"Cust2569","OnlineBackup","No internet service"
"Cust2111","OnlineSecurity","Yes"
"Cust1382","StreamingMovies","Yes"
"Cust5954","InternetServiceCategory","DSL"
"Cust2311","InternetServiceCategory","Fiber optic"
"Cust4350","DeviceProtection","Yes"
"Cust2977","TechnicalSupport","No"
"Cust3042","TechnicalSupport","No internet service"
"Cust2444","StreamingTelevision","No internet service"
"Cust3432","OnlineBackup","No"
"Cust2216","InternetServiceCategory","Fiber optic"
"Cust2572","DeviceProtection","No internet service"
"Cust1683","MultipleLines","Yes"
